#
#
# US Geological Survey
# retrieved: 2014-08-22 13:51:14 EDT
# URL: http://nwis.waterdata.usgs.gov/nwis/dv
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  drain_area_va   -- Drainage area
#
#
# query started 2014-08-22 13:51:14 EDT
#
# there are 598 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	drain_area_va
USGS	05406497	BLACK EARTH CREEK @ S. VALLEY RD NR BLACK EARTH,WI	ST	43.12500000	-89.70972220	S	NAD83	40.6
USGS	05406500	BLACK EARTH CREEK AT BLACK EARTH, WI	ST	43.13416667	-89.73222220	S	NAD83	45.6
USGS	054065145	VERMONT CREEK AT CT HIGHWAY KP AT BLACK EARTH, WI	ST	43.13554857	-89.75178960	S	NAD83	14.8
USGS	054065199	HALFWAY PRAIRIE CREEK AT FARM NEAR MAZOMANIE, WI	ST	43.18249160	-89.75734510	S	NAD83	16.1
USGS	05406524	HALFWAY PRAIRIE CREEK @ HUDSON RD AT MAZOMANIE, WI	ST	43.17666667	-89.78027780	S	NAD83	16.7
USGS	054065295	MARSH VALLEY CREEK AT VOSS ROAD AT MAZOMANIE, WI	ST	43.17610296	-89.77790080	S	NAD83	10.5
USGS	05406540	BLACK EARTH CREEK AT MAZOMANIE, WI	ST	43.17971400	-89.79595640	S	NAD83	99
USGS	05406573	TROUT CR CONFLUENCE W/ARNESON CR NR BARNEVELD, WI	ST	43.04777397	-89.94679020	S	NAD83	8.37
USGS	05406574	TROUT CREEK AT TWIN PARKS DAM 8 NEAR BARNEVELD, WI	ST	43.06110689	-89.95040130	S	NAD83	9.02
USGS	05406575	TROUT CREEK AT CTH T NEAR BARNEVELD, WI	ST	43.06444010	-89.95290130	S	NAD83	12.10
USGS	05406577	TROUT CREEK NEAR RIDGEWAY, WI	ST	43.06888447	-89.96595690	S	NAD83	13.50
USGS	05406590	KNIGHT HOLLOW CREEK NEAR ARENA, WI	ST	43.11361110	-89.93138890	S	NAD83	7.57
USGS	05406640	OTTER CREEK NEAR HIGHLAND, WI	ST	43.02832645	-90.27734550	S	NAD83	16.80
USGS	05406657	OTTER CREEK AT CT HIGHWAY C NEAR CLYDE, WI	ST	43.14083330	-90.20361110	S	NAD83	107
USGS	05407000	WISCONSIN RIVER AT MUSCODA, WI	ST	43.19805556	-90.44333330	S	NAD83	10400
USGS	054070396	FENNIMORE FORK AT HOMER ROAD NEAR CASTLE ROCK, WI	ST	43.03776655	-90.56123680	S	NAD83	21.7
USGS	05407470	KICKAPOO RIVER AT STATE HIGHWAY 33 AT ONTARIO, WI	ST	43.72166667	-90.58750000	S	NAD83	117
USGS	05407500	KICKAPOO RIVER AT ONTARIO, WI	ST	43.71441508	-90.58707550	S	NAD83	150.00
USGS	05407920	KICKAPOO RIVER NEAR ROCKTON, WI	ST	43.61275067	-90.62624180	S	NAD83	260.00
USGS	05408000	KICKAPOO RIVER AT LA FARGE, WI	ST	43.57414037	-90.64318610	S	NAD83	266
USGS	05408476	WEST FORK KICKAPOO RIVER @ OGDEN AVE AT CASHTON,WI	ST	43.72566667	-90.78100000	5	NAD83	1.8
USGS	05408480	W FORK KICKAPOO R AT PEACEFUL VALLEY RD NR CASHTON	ST	43.69950000	-90.78775000	5	NAD83	5.8
USGS	05408500	KNAPP CREEK NEAR BLOOMINGDALE, WI	ST	43.66750000	-90.78111110	S	NAD83	8.44
USGS	05409000	WEST FORK KICKAPOO RIVER NEAR READSTOWN, WI	ST	43.47636435	-90.74179710	F	NAD83	106.00
USGS	05409500	KICKAPOO RIVER AT SOLDIERS GROVE, WI	ST	43.39442178	-90.77651800	F	NAD83	530.00
USGS	05409830	NORTH FORK NEDERLO CREEK NEAR GAYS MILLS, WI	ST	43.36303279	-90.90957280	S	NAD83	2.21
USGS	05409860	SOUTH FORK NEDERLO CREEK NEAR GAYS MILLS, WI	ST	43.35997730	-90.90873940	S	NAD83	4.11
USGS	05409870	NEDERLO CREEK AT UTICA TN HALL NEAR GAYS MILLS, WI	ST	43.35831077	-90.89707280	S	NAD83	6.70
USGS	05409890	NEDERLO CREEK NEAR GAYS MILLS, WI	ST	43.36192190	-90.87901730	S	NAD83	9.46
USGS	05410000	KICKAPOO RIVER AT GAYS MILLS, WI	ST	43.31942310	-90.85235020	S	NAD83	617.00
USGS	05410490	KICKAPOO RIVER AT STEUBEN, WI	ST	43.18277778	-90.85833330	S	NAD83	687
USGS	05410500	KICKAPOO RIVER-OLD SITE-AT STEUBEN, WI	ST	43.19081490	-90.87457160	S	NAD83	690.00
USGS	05412880	ROGERS BRANCH NEAR LANCASTER, WI	ST	42.88804519	-90.71679330	S	NAD83	20.4
USGS	05413080	MARTIN BRANCH NEAR LANCASTER, WI	ST	42.88887800	-90.79651560	S	NAD83	21.4
USGS	05413400	PIGEON CREEK NEAR LANCASTER, WI	ST	42.81637990	-90.72345990	S	NAD83	6.93
USGS	054134435	KUENSTER CR AT MUSKELLUNGE RD NEAR N. ANDOVER, WI	ST	42.79082430	-90.95734950	S	NAD83	9.59
USGS	05413449	RATTLESNAKE CREEK NEAR NORTH ANDOVER, WI	ST	42.78026908	-90.94234940	S	NAD83	42.4
USGS	05413451	RATTLESNAKE CREEK NEAR BEETOWN, WI	ST	42.76721390	-90.92901600	S	NAD83	45.2
USGS	05413500	GRANT RIVER AT BURTON, WI	ST	42.72027778	-90.81916670	S	NAD83	269
USGS	05413730	MARTINVILLE CREEK NEAR LIVINGSTON, WI	ST	42.91249160	-90.47040420	S	NAD83	2.6
USGS	05414000	PLATTE RIVER NEAR ROCKVILLE, WI	ST	42.73111110	-90.64027780	S	NAD83	142
USGS	05414213	LITTLE PLATTE RIVER NEAR PLATTEVILLE, WI	ST	42.72304890	-90.52818420	S	NAD83	79.7
USGS	05414800	SINSINAWA RIVER NEAR HAZEL GREEN, WI	ST	42.53389075	-90.48151700	S	NAD83	24.9
USGS	05414849	GALENA R.-UW PLTTEVIL FARMS UPST-NR PLATTEVILLE,WI	ST	42.71860650	-90.39485040	S	NAD83	2.38
USGS	05414850	GALENA R.-U.W. PLATTEVILLE FARMS-NR PLATTEVILLE,WI	ST	42.71082897	-90.39957260	S	NAD83	2.94
USGS	05414894	PATS CREEK NEAR BELMONT, WI	ST	42.68277495	-90.36707240	S	NAD83	5.42
USGS	05414915	MADDEN BRANCH TRIBUTARY NEAR BELMONT, WI	ST	42.66749825	-90.32929430	S	NAD83	2.83
USGS	05414920	MADDEN BRANCH NEAR MEEKERS GROVE, WI	ST	42.64583210	-90.34373880	S	NAD83	15.06
USGS	05415000	GALENA RIVER AT BUNCOMBE, WI	ST	42.51361420	-90.37790520	S	NAD83	125.00
USGS	05418731	APPLE RIVER NEAR SHULLSBURG, WI	ST	42.52278230	-90.13401430	S	NAD83	9.34
USGS	05423000	WEST BRANCH ROCK RIVER NEAR WAUPUN, WI	ST	43.66804410	-88.65288490	S	NAD83	40.70
USGS	05423100	WEST BRANCH ROCK RIVER AT CTH D NEAR WAUPUN, WI	ST	43.64748877	-88.68066270	S	NAD83	43.90
USGS	05423500	SOUTH BRANCH ROCK RIVER AT WAUPUN, WI	ST	43.64165509	-88.72066309	S	NAD83	63.6
USGS	05423510	WEST BRANCH ROCK RIVER @ STATE HWY 49 NR WAUPUN,WI	ST	43.63388889	-88.68444440	S	NAD83	113
USGS	05423947	KUMMEL CREEK NEAR THERESA, WI	ST	43.54221647	-88.44260070	S	NAD83	28.7
USGS	05424000	EAST BRANCH ROCK RIVER NEAR MAYVILLE, WI	ST	43.52944444	-88.56638889	S	NAD83	179
USGS	05424009	GILL CREEK @ COUNTY TRUNK HIGHWAY Y NR KEKOSKEE,WI	ST	43.53583330	-88.56111110	S	NAD83	12.2
USGS	05424013	IRISH CREEK @ COUNTY TRNK HIGHWAY Y NR KEKOSKEE,WI	ST	43.55083330	-88.56111110	S	NAD83	1.32
USGS	05424057	ROCK RIVER AT HORICON, WI	ST	43.45027778	-88.63222220	S	NAD83	456
USGS	05424075	DEAD CREEK NEAR HUSTISFORD, WI	ST	43.35583020	-88.63732440	S	NAD83	26.1
USGS	05424082	ROCK RIVER AT HUSTISFORD, WI	ST	43.34555340	-88.59787930	S	NAD83	511
USGS	05424095	RUBICON RIVER NEAR SLINGER, WI	ST	43.32139078	-88.33009620	S	NAD83	7.97
USGS	054240957	RUBICON RIVER AT PIKE LAKE OUTLET NEAR HARTFORD,WI	ST	43.32111297	-88.33481850	S	NAD83	12.31
USGS	05425500	ROCK RIVER AT WATERTOWN, WI	ST	43.18805479	-88.72621390	S	NAD83	969
USGS	05425536	JOHNSON CREEK AT RANCH RD NEAR JOHNSON CREEK, WI	ST	43.09305848	-88.69204690	S	NAD83	7.90
USGS	05425537	JOHNSON CR TRIB AT RANCH RD NEAR JOHNSON CREEK, WI	ST	43.09305855	-88.68871350	S	NAD83	1.13
USGS	05425539	JOHNSON CREEK AT LAKE RD NEAR JOHNSON CREEK, WI	ST	43.07528114	-88.69732470	S	NAD83	13.30
USGS	05425718	CRAWFISH RIVER TRIBUTARY AT COLUMBUS, WI	ST	43.33554669	-88.99594260	S	NAD83	1.90
USGS	05425912	BEAVERDAM RIVER AT BEAVER DAM, WI	ST	43.44444444	-88.84500000	S	NAD83	157
USGS	05425928	PRATT CREEK NEAR JUNEAU, WI	ST	43.42304980	-88.71843740	S	NAD83	3.54
USGS	05426000	CRAWFISH RIVER AT MILFORD, WI	ST	43.10000000	-88.84944440	S	NAD83	762
USGS	05426031	ROCK RIVER AT JEFFERSON, WI	ST	42.99611515	-88.80732740	S	NAD83	1850.00
USGS	05426060	BARK RIVER AT COUNTY TRUNK HIGHWAY K NR MERTON, WI	ST	43.13050000	-88.33130560	5	NAD83	30.2
USGS	05426067	BARK RIVER AT NAGAWICKA ROAD AT DELAFIELD, WI	ST	43.08777778	-88.37611110	S	NAD83	35.9
USGS	05426070	BARK RIVER AT DELAFIELD, WI	ST	43.06278640	-88.40259680	S	NAD83	44.9
USGS	05426086	BARK RIVER AT DOUSMAN, WI	ST	43.02278670	-88.48426530	S	NAD83	57.4
USGS	05426250	BARK RIVER NEAR ROME, WI	ST	42.96027778	-88.67055560	S	NAD83	122
USGS	05426350	SCUPPERNONG RIVER UPSTREAM OF MARL PIT NR EAGLE,WI	ST	42.93388889	-88.46972220	S	NAD83	.07
USGS	05426380	PARADISE SPRINGS CREEK NEAR EAGLE, WI	ST	42.88777778	-88.49277780	S	NAD83	.02
USGS	05426500	WHITEWATER CR AT RICE LK OUTLET NR WHITEWATER, WI	ST	42.77834455	-88.69871580	S	NAD83	12.00
USGS	05426900	WHITEWATER CREEK AT MILLIS RD NEAR WHITEWATER, WI	ST	42.80389940	-88.70288240	S	NAD83	20.60
USGS	05427000	WHITEWATER CR AT WILLIS RAY RD NEAR WHITEWATER, WI	ST	42.81723230	-88.71010460	S	NAD83	22.80
USGS	05427085	ROCK RIVER AT ROBERT STREET AT FORT ATKINSON, WI	ST	42.92750000	-88.84277780	S	NAD83	2240
USGS	05427507	KOSHKONONG CREEK NEAR ROCKDALE, WI	ST	42.95139150	-89.02705560	S	NAD83	150.00
USGS	05427530	ROCK RIVER AT NEWVILLE, WI	ST	42.83000000	-89.02138890	S	NAD83	2560
USGS	05427570	ROCK RIVER AT INDIANFORD, WI	ST	42.80416667	-89.09000000	S	NAD83	2630
USGS	05427718	YAHARA RIVER AT WINDSOR, WI	ST	43.20888889	-89.35250000	S	NAD83	73.6
USGS	05427800	TOKEN CREEK NEAR MADISON, WI	ST	43.18110430	-89.32456120	S	NAD83	24.30
USGS	05427850	YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI	ST	43.15083330	-89.40194440	S	NAD83	114
USGS	05427880	SIXMILE CREEK AT STATE HIGHWAY 19 NEAR WAUNAKEE,WI	ST	43.19222220	-89.47288890	5	NAD83	24.8
USGS	05427900	SIXMILE CREEK NEAR WAUNAKEE, WI	ST	43.17471559	-89.43289680	S	NAD83	41.10
USGS	05427910	SIXMILE CREEK @ COUNTY TRNK HGHWY M NR WAUNAKEE,WI	ST	43.14683330	-89.43683330	5	NAD83	48.3
USGS	05427927	DORN (SPRING) CREEK @ CT HIGHWAY Q NR WAUNAKEE, WI	ST	43.14505556	-89.47186110	5	NAD83	9.95
USGS	05427930	DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI	ST	43.14027778	-89.44230560	5	NAD83	12.6
USGS	05427937	WARNER PARK STORM DITCH AT MADISON, WI	ST-DCH	43.12638360	-89.36428470	S	NAD83	0.57
USGS	05427943	PHEASANT BRANCH AT AIRPORT ROAD NEAR MIDDLETON, WI	ST	43.11111110	-89.53611110	S	NAD83	9.61
USGS	05427945	S FK PHEASANT BRANCH AT HWY 14 NEAR MIDDLETON, WI	ST	43.09666170	-89.52845450	S	NAD83	5.74
USGS	054279465	S FORK PHEASANT BRANCH @ DEMING WAY @ MIDDLETON,WI	ST	43.09860617	-89.52151000	S	NAD83	6.2
USGS	05427948	PHEASANT BRANCH AT MIDDLETON, WI	ST	43.10332830	-89.51178760	S	NAD83	18.3
USGS	05427950	PHEASANT BRANCH AT CENTURY AVE AT MIDDLETON, WI	ST	43.10443947	-89.49345400	S	NAD83	20.80
USGS	054279509	PHEASANT BRANCH TRIBUTARY AT MIDDLETON, WI	ST	43.11943910	-89.48400930	S	NAD83	
USGS	05427952	PHEASANT BRANCH AT MOUTH AT MIDDLETON, WI	ST	43.10607834	-89.48373160	S	NAD83	24.50
USGS	05427970	WILLOW CREEK AT MADISON, WI	ST	43.07416267	-89.42261960	S	NAD83	3.15
USGS	05428500	YAHARA RIVER AT EAST MAIN STREET AT MADISON, WI	ST	43.08944444	-89.36083330	S	NAD83	235
USGS	05428665	OLBRICH PARK STORM DITCH AT MADISON, WI	ST-DCH	43.08999590	-89.32456190	S	NAD83	2.57
USGS	05428668	STARKWEATHER CREEK ABOVE ATWOOD AVE AT MADISON, WI	ST	43.09194027	-89.33317320	S	NAD83	24
USGS	05429080	MARSHLAND CREEK AT MADISON, WI	ST	43.04555230	-89.42123080	S	NAD83	0.94
USGS	05429120	LAKE WINGRA OUTLET AT MADISON, WI	ST	43.05777428	-89.40623050	S	NAD83	6.00
USGS	05429150	MURPHY CREEK AT MADISON, WI	ST	43.04877778	-89.39266670	S	NAD83	8.03
USGS	05429500	YAHARA RIVER AT MC FARLAND, WI	ST	43.00888889	-89.30500000	S	NAD83	327
USGS	05429580	DOOR CREEK NEAR COTTAGE GROVE, WI	ST	43.04833098	-89.23178260	S	NAD83	15.3
USGS	05429700	YAHARA RIVER @ FORTON STREET BRIDGE @ STOUGHTON,WI	ST	42.91972390	-89.22039370	S	NAD83	407
USGS	05430000	YAHARA RIVER NEAR EDGERTON, WI	ST	42.84361110	-89.17305560	S	NAD83	430
USGS	05430030	OREGON BRANCH AT OREGON, WI	ST	42.92722267	-89.38484130	S	NAD83	9.93
USGS	05430095	BADFISH CREEK AT CNTY HIGHWAY A NEAR STOUGHTON, WI	ST	42.89361300	-89.29872860	S	NAD83	41.90
USGS	05430100	BADFISH CREEK NEAR STOUGHTON, WI	ST	42.89111316	-89.28983950	S	NAD83	41.30
USGS	05430150	BADFISH CREEK NEAR COOKSVILLE, WI	ST	42.83333785	-89.19678199	S	NAD83	82.6
USGS	05430175	YAHARA RIVER NEAR FULTON, WI	ST	42.82638889	-89.17194440	S	NAD83	518
USGS	05430403	FISHER CREEK TRIBUTARY AT JANESVILLE, WI	ST	42.67167717	-89.05872290	S	NAD83	1.42
USGS	05430446	MARKHAM CREEK AT O LEARY ROAD NEAR JANESVILLE, WI	ST	42.64277778	-89.08305560	S	NAD83	9.32
USGS	05430500	ROCK RIVER AT AFTON, WI	ST	42.61361110	-89.07166670	S	NAD83	3340
USGS	05430540	STEVENS CREEK NEAR FOOTVILLE, WI	ST	42.65722220	-89.16166670	S	NAD83	13.9
USGS	05431014	JACKSON CREEK AT PETRIE ROAD NEAR ELKHORN, WI	ST	42.64140449	-88.52176630	S	NAD83	8.96
USGS	054310157	JACKSON CREEK TRIBUTARY NEAR ELKHORN, WI	ST	42.65084850	-88.55093380	S	NAD83	4.34
USGS	05431016	JACKSON CREEK AT MOUND ROAD NEAR ELKHORN, WI	ST	42.64083330	-88.56083330	S	NAD83	16.8
USGS	05431017	DELAVAN LAKE INLET AT STATE HWY 50 AT LAKE LAWN,WI	ST	42.62112650	-88.58260110	S	NAD83	21.8
USGS	05431018	DELAVAN LAKE TRB @ S SHORE DR @ DELAVAN LAKE, WI	ST	42.58557127	-88.62204640	S	NAD83	9.99
USGS	05431022	DELAVAN LAKE OUTLET AT BORG ROAD NEAR DELAVAN, WI	ST	42.61473739	-88.62482440	S	NAD83	42.1
USGS	05431032	TURTLE CREEK AT DELAVAN, WI	ST	42.63695890	-88.65760309	S	NAD83	83.3
USGS	05431486	TURTLE CREEK AT CARVERS ROCK ROAD NEAR CLINTON, WI	ST	42.59722220	-88.82916670	S	NAD83	199
USGS	05431500	TURTLE CREEK NEAR CLINTON, WI	ST	42.59640275	-88.86399620	S	NAD83	202.00
USGS	05432055	LIVINGSTON BR PECATONICA RIVER NEAR LIVINGSTON, WI	ST	42.90027110	-90.37318130	S	NAD83	16.4
USGS	054322653	BREWERY CR TRIB-UPSTREAM SITE-NR MINERAL POINT, WI	ST	42.88166667	-90.13083330	S	NAD83	.82
USGS	054322655	BREWERY CR TRB-DOWNSTREAM SITE-NR MINERAL POINT,WI	ST	42.87361110	-90.13361110	S	NAD83	1.12
USGS	05432500	PECATONICA RIVER AT DARLINGTON, WI	ST	42.67777778	-90.11861110	S	NAD83	273
USGS	05432695	RIDGEWAY BRANCH NEAR HOLLANDALE, WI	ST	42.94055556	-89.92111110	S	NAD83	19
USGS	05432927	PLEASANT VALLEY CREEK @ CTH H NR BLANCHARDVILLE,WI	ST	42.87472220	-89.79916670	S	NAD83	19.3
USGS	05433000	EAST BRANCH PECATONICA RIVER NR BLANCHARDVILLE, WI	ST	42.78555556	-89.86111110	S	NAD83	221
USGS	05433500	YELLOWSTONE RIVER NEAR BLANCHARDVILLE, WI	ST	42.78138990	-89.99790250	S	NAD83	28.5
USGS	05433510	STEINER BRANCH NEAR WALDWICK, WI	ST	42.77583445	-89.99845810	S	NAD83	5.90
USGS	05433600	DOUGHERTY CREEK NEAR POSTVILLE, WI	ST	42.77528125	-89.74984529	S	NAD83	3.63
USGS	05434000	PECATONICA RIVER AT DILL, WI	ST	42.58695138	-89.82567760	S	NAD83	944.00
USGS	05434235	SKINNER CREEK AT SKINNER HOLLOW RD NEAR MONROE, WI	ST	42.63972900	-89.72984370	S	NAD83	32.60
USGS	05434240	SKINNER CREEK AT KLONDYKE RD NEAR MONROE, WI	ST	42.62556260	-89.74428810	S	NAD83	35.00
USGS	05434500	PECATONICA RIVER AT MARTINTOWN, WI	ST	42.51000000	-89.80138890	S	NAD83	1034
USGS	054359315	BADGER MILL CR TRIB @ CANTERBURY ROAD @ MADISON,WI	ST	43.02333024	-89.50123250	S	NAD83	1.5
USGS	05435934	BADGER MILL CREEK AT NESBITT ROAD AT MADISON, WI	ST	43.00110855	-89.49901040	S	NAD83	11.2
USGS	05435935	BADGER MILL CREEK @ HIGHWAYS 18 & 151 @ MADISON,WI	ST	42.99860860	-89.49873260	S	NAD83	11.8
USGS	05435943	BADGER MILL CREEK AT VERONA, WI	ST	42.97694444	-89.53944440	S	NAD83	20.3
USGS	05435950	SUGAR RIVER NEAR VERONA, WI	ST	42.94916667	-89.54416670	S	NAD83	82.7
USGS	05435980	WEST BRANCH SUGAR RIVER NEAR MT. VERNON, WI	ST	42.91305548	-89.62206640	S	NAD83	32.70
USGS	05436000	MOUNT VERNON CREEK NEAR MOUNT VERNON, WI	ST	42.92083300	-89.62039980	F	NAD83	16.40
USGS	05436500	SUGAR RIVER NEAR BRODHEAD, WI	ST	42.61230556	-89.39797220	1	NAD83	523
USGS	05438283	PISCASAW CREEK NEAR WALWORTH, WI	ST	42.52166667	-88.66083330	S	NAD83	9.58
USGS	05543800	FOX RIVER AT WATERTOWN ROAD NEAR WAUKESHA, WI	ST	43.05334420	-88.19481400	S	NAD83	77.4
USGS	05543830	FOX RIVER AT WAUKESHA, WI	ST	43.00472220	-88.24361110	S	NAD83	126
USGS	05544000	FOX RIVER NEAR MUKWONAGO, WI	ST	42.87779140	-88.30564890	S	NAD83	228.00
USGS	05544200	MUKWONAGO RIVER AT MUKWONAGO, WI	ST	42.85666667	-88.32777780	S	NAD83	74.1
USGS	05544371	JEWEL CREEK AT MUSKEGO, WI	ST	42.92695870	-88.14592279	S	NAD83	8.16
USGS	05544385	MUSKEGO (BIG MUSKEGO) LAKE OUTLET NR WIND LAKE, WI	ST	42.85251570	-88.13064380	S	NAD83	33.9
USGS	05544793	UNNAMED LAUDERDALE LKS TRIB #2 NEAR LAUDERDALE, WI	ST	42.78612377	-88.56454540	S	NAD83	.19
USGS	05544800	LAUDERDALE LAKES OUTLET AT LAUDERDALE, WI	ST	42.76640205	-88.55621190	S	NAD83	16
USGS	05545131	SOUTHWICK CREEK AT WILLIAMS BAY, WI	ST	42.57918310	-88.53871100	S	NAD83	.87
USGS	05545133	BIRCHES CREEK AT LACKEY LANE NEAR LAKE GENEVA, WI	ST	42.56001710	-88.48759860	S	NAD83	2.07
USGS	055451345	WHITE RIVER AT CENTER STREET AT LAKE GENEVA, WI	ST	42.59055556	-88.43361110	S	NAD83	28.7
USGS	05545300	WHITE RIVER NEAR BURLINGTON, WI	ST	42.66585010	-88.31759290	S	NAD83	110.00
USGS	05545750	FOX RIVER NEAR NEW MUNSTER, WI	ST	42.61085116	-88.22592300	S	NAD83	811
USGS	05546500	FOX RIVER AT WILMOT, WI	ST	42.51168540	-88.17925450	S	NAD83	868.00
USGS	05546758	TREVOR CREEK AT TREVOR, WI	ST	42.50613010	-88.12147440	S	NAD83	1.37
USGS	05548163	POWERS LAKE TRIBUTARY AT POWERS LAKE, WI	ST	42.55168467	-88.28842519	S	NAD83	1.83
USGS	05548164	POWERS LAKE OUTLET AT POWERS LAKE, WI	ST	42.54446240	-88.31148150	S	NAD83	3.42
USGS	05548170	NORTH BRANCH NIPPERSINK CREEK AT GENOA CITY, WI	ST	42.49722220	-88.33277780	S	NAD83	42.9
USGS	430310089225401	DOWNSTREAM DEFENDER UNIT INLET AT MADISON, WI	ST	43.05277778	-89.38166670	S	NAD83	.003
USGS	431112088281100	DISCOVERY FARMS WATERWAY NEAR MAPLETON, WI	ST	43.18667130	-88.46982090	S	NAD83	.0095
USGS	431208089314901	DANE CO. MRBI TILE NO. 1 NR SPRINGFIELD CORNERS,WI	ST-DCH	43.20225000	-89.53022220	5	NAD83	.038
USGS	431212089314801	DANE CO MRBI WATERWAY 2 NR SPRINGFIELD CORNERS, WI	ST-DCH	43.20338889	-89.52994440	5	NAD83	.023
USGS	431655089393801	FISH LAKE TRIBUTARY (SITE A) NEAR ROXBURY, WI	ST	43.28193370	-89.66067750	S	NAD83	
USGS	435449087461400	DISCOVERY FARMS TILE SITE NUMBER 1 NR CLEVELAND,WI	ST	43.91360520	-87.77064260	S	NAD83	1
USGS	453046089342804	LAKE CLARA TRIBUTARY NEAR TOMAHAWK, WI	ST	45.51273848	-89.57457700	S	NAD83	0.03
