"ID","cellCount","naCells","yr2008","yr2009","yr2010","yr2011","yr2012","ROTATION","ROTATION_CODE"
42807133,702,0,"","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42807134,726,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807141,706,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807142,710,0,"","Pa","Pa","Al","","Pasture/Hay/Grassland",7
42807143,691,0,"","","Pa","Al","","Pasture/Hay/Grassland",7
42807144,702,0,"","","","","","No Agriculture",6
42807151,721,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807152,729,0,"","","","","","No Agriculture",6
42807153,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807154,729,0,"","Pa","Al","Co","Pa","Dairy Rotation",3
42807161,729,0,"Al","Al","Al","Al","Co","Dairy Rotation",3
42807162,729,0,"","","","","","No Agriculture",6
42807163,716,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807164,729,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42807171,742,0,"Al","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807172,727,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807173,733,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807174,742,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807181,724,0,"Al","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42807182,404,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42807183,432,0,"Al","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42807184,717,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807191,722,0,"Co","Al","Pa","Al","Co","Dairy Rotation",3
42807192,432,0,"","Pa","Pa","Co","Pa","Dairy Rotation",3
42807193,432,0,"Pa","Pa","So","","Pa","Insufficient",5
42807194,722,0,"Pa","Pa","Pa","Pa","Co","Dairy Rotation",3
42807201,747,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42807202,729,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807203,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807204,708,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807211,710,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42807212,677,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807213,732,0,"Co","Pa","Pa","Pa","Al","Dairy Rotation",3
42807214,721,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807221,682,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807222,704,0,"Pa","Pa","Pa","So","Co","Cash Grain",1
42807223,706,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807224,715,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807231,722,0,"Al","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807232,707,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807233,719,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807234,720,0,"Al","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807241,719,0,"Pa","Pa","Db","Ot","So","Insufficient",5
42807242,731,0,"So","","Pa","Ot","Pa","Insufficient",5
42807243,729,0,"Co","Pa","Db","Pa","Al","Insufficient",5
42807244,702,0,"","","Pa","Al","Al","Pasture/Hay/Grassland",7
42807251,697,0,"","","","","","No Agriculture",6
42807252,729,0,"","","","","","No Agriculture",6
42807253,702,0,"Al","Pa","Co","Co","Pa","Dairy Rotation",3
42807254,727,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807261,729,0,"","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807262,725,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807263,711,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807264,692,0,"Pa","Pa","Co","Al","Co","Dairy Rotation",3
42807271,706,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807272,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807273,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807274,729,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42807281,729,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807282,756,0,"","","","","","No Agriculture",6
42807283,741,0,"","","","","","No Agriculture",6
42807284,729,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
42807291,706,0,"Pa","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
42807292,729,0,"","Al","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807293,729,0,"","Al","Pa","","Al","Pasture/Hay/Grassland",7
42807294,723,0,"","Al","","","","Insufficient",5
42807301,728,0,"Pa","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
42807302,424,0,"","Co","Pa","Ot","Pa","Dairy Rotation",3
42807303,424,0,"","","","","","No Agriculture",6
42807304,729,0,"Al","Pa","Al","So","Co","Cash Grain",1
42807311,729,0,"","","","","","No Agriculture",6
42807312,432,0,"","","","","","No Agriculture",6
42807313,447,0,"","","","","","No Agriculture",6
42807314,715,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
42807321,717,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
42807322,721,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
42807323,711,0,"","Pa","","","","Insufficient",5
42807324,729,0,"Pa","Pa","Al","","Pa","Pasture/Hay/Grassland",7
42807331,729,0,"","","Pa","","","Insufficient",5
42807332,729,0,"","","","","","No Agriculture",6
42807333,729,0,"Pa","","Pa","","Pa","Pasture/Hay/Grassland",7
42807334,704,0,"Pa","","Pa","","Pa","Pasture/Hay/Grassland",7
42807341,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42807342,702,0,"Al","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42807343,688,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
42807344,690,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42807351,725,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807352,712,0,"Db","Pa","Pa","Co","","Insufficient",5
42807353,721,0,"Pa","Db","Pa","Al","Pa","Insufficient",5
42807354,729,0,"Pa","Db","Db","Al","Co","Insufficient",5
42807361,720,0,"","Pa","Co","","","Dairy Rotation",3
42807362,722,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807363,729,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42807364,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808011,762,0,"Co","Co","Co","Co","Co","Continuous Corn",2
42808012,722,0,"Pa","Al","Co","Co","Co","Dairy Rotation",3
42808013,738,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808014,740,0,"Co","Pa","Pa","Al","Al","Dairy Rotation",3
42808021,676,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42808022,704,0,"Pa","Co","So","So","Co","Cash Grain",1
42808023,721,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42808024,702,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808031,729,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42808032,700,0,"Pa","Pa","Al","Al","So","Insufficient",5
42808033,718,0,"Pa","Pa","So","So","Co","Cash Grain",1
42808034,709,0,"Pa","Co","So","So","So","Cash Grain",1
42808041,678,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42808042,696,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808043,692,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808044,708,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808051,725,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808052,712,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808053,709,0,"Co","Al","Pa","Al","Co","Dairy Rotation",3
42808054,705,0,"Pa","Pa","Pa","Co","Al","Dairy Rotation",3
42808061,711,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808062,420,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808063,450,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808064,718,0,"Pa","Al","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808071,714,0,"Pa","Pa","Al","Al","Co","Dairy Rotation",3
42808072,436,0,"","","Al","Co","","Dairy Rotation",3
42808073,432,0,"","","Db","","Co","Insufficient",5
42808074,719,0,"","","Co","Al","","Dairy Rotation",3
42808081,730,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808082,725,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808083,731,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808084,730,0,"Pa","Pa","Pa","Ot","Db","Insufficient",5
42808091,704,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808092,711,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808093,707,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808094,715,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808101,713,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808102,727,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42808103,718,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808104,734,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808111,703,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808112,707,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42808113,701,0,"Pa","Al","Al","Al","Co","Dairy Rotation",3
42808114,703,0,"Pa","Al","Al","Co","Co","Dairy Rotation",3
42808121,737,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808122,733,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808123,699,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808124,707,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808131,700,0,"Pa","Pa","Al","","","Pasture/Hay/Grassland",7
42808132,691,0,"Pa","Co","Al","Co","Co","Dairy Rotation",3
42808133,722,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808134,712,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808141,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808142,715,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808143,722,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808144,716,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808151,729,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808152,719,0,"Pa","Al","Pa","Pa","Al","Pasture/Hay/Grassland",7
42808153,729,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808154,721,0,"Pa","Al","Db","Al","Co","Insufficient",5
42808161,722,0,"Pa","","","Pa","Pa","Pasture/Hay/Grassland",7
42808162,727,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808163,747,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808164,714,0,"Co","So","Pa","","Al","Cash Grain",1
42808171,712,0,"Pa","Pa","Pa","Al","","Pasture/Hay/Grassland",7
42808172,728,0,"","So","Pa","Pa","Pa","Insufficient",5
42808173,702,0,"","","","","","No Agriculture",6
42808174,711,0,"Al","","","","","Insufficient",5
42808181,728,0,"","","Pa","","","Insufficient",5
42808182,425,0,"","","","Al","Al","Pasture/Hay/Grassland",7
42808183,405,0,"","","","","","No Agriculture",6
42808184,726,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808191,719,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808192,418,0,"","","Al","","Al","Pasture/Hay/Grassland",7
42808193,447,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808194,729,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42808201,719,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808202,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808203,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808204,723,0,"Pa","Al","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808211,717,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808212,738,0,"Pa","Al","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808213,704,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808214,725,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808221,721,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808222,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808223,714,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808224,722,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808231,729,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808232,702,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808233,702,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808234,729,0,"Pa","Pa","Pa","Al","So","Insufficient",5
42808241,737,0,"Pa","Pa","Al","Al","Co","Dairy Rotation",3
42808242,729,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808243,733,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808244,735,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808251,730,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808252,730,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808253,729,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808254,713,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808261,708,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808262,723,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
42808263,710,0,"Pa","Al","Al","Al","Pa","Pasture/Hay/Grassland",7
42808264,720,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808271,719,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42808272,711,0,"Co","Al","Al","Al","Co","Dairy Rotation",3
42808273,717,0,"Pa","Al","Pa","Pa","","Pasture/Hay/Grassland",7
42808274,730,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42808281,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808282,705,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808283,719,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808284,702,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808291,714,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808292,730,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808293,713,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808294,737,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808301,724,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808302,443,0,"","","Al","Pa","Pa","Pasture/Hay/Grassland",7
42808303,460,0,"","","","","","No Agriculture",6
42808304,722,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808311,708,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808312,479,0,"Pa","Pa","","","","Pasture/Hay/Grassland",7
42808313,459,0,"Pa","Pa","","Pa","Co","Dairy Rotation",3
42808314,723,0,"","","Co","","Co","Insufficient",5
42808321,729,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42808322,742,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808323,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808324,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808331,710,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808332,702,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808333,710,0,"Pa","","","Pa","Pa","Pasture/Hay/Grassland",7
42808334,709,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808341,734,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808342,714,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808343,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808344,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42808351,702,0,"Pa","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
42808352,718,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808353,729,0,"Pa","Pa","","Pa","","Pasture/Hay/Grassland",7
42808354,725,0,"Pa","Al","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808361,729,0,"Al","Al","Pa","Al","Pa","Pasture/Hay/Grassland",7
42808362,729,0,"","","","","","No Agriculture",6
42808363,721,0,"","","","","","No Agriculture",6
42808364,719,0,"Pa","Al","","Ot","","Pasture/Hay/Grassland",7
42809011,702,0,"Al","Al","Co","Co","Co","Dairy Rotation",3
42809012,702,0,"Al","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809013,707,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809014,724,0,"Al","Al","Co","Co","Co","Dairy Rotation",3
42809021,685,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809022,687,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809023,712,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809024,721,0,"Pa","Pa","Pa","Ot","Pa","Pasture/Hay/Grassland",7
42809031,674,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809032,657,0,"Pa","Co","Co","Al","Pa","Dairy Rotation",3
42809033,717,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42809034,722,0,"Pa","Pa","Co","Co","Co","Dairy Rotation",3
42809041,658,0,"Pa","Co","Al","Al","Al","Dairy Rotation",3
42809042,643,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809043,717,0,"Pa","Al","Al","Al","Co","Dairy Rotation",3
42809044,712,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42809051,673,0,"Co","Co","Al","Al","Al","Dairy Rotation",3
42809052,678,0,"Pa","Pa","Al","Al","Corn;Pasture","Pasture/Hay/Grassland",7
42809053,724,0,"Pa","Pa","Pa","Co","Pa","Dairy Rotation",3
42809054,725,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809061,696,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809062,2345,0,"Co","Pa","Pa","Co","Al","Dairy Rotation",3
42809063,2308,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809064,722,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809071,692,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809072,2272,0,"Pa","Co","Co","Co","Co","Dairy Rotation",3
42809073,2366,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809074,731,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809081,729,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42809082,724,0,"Pa","Pa","Al","Co","Co","Dairy Rotation",3
42809083,680,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42809084,698,0,"","","Pa","Al","Al","Pasture/Hay/Grassland",7
42809091,684,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809092,729,0,"Pa","Co","Soybeans;Pasture","So","Co","Cash Grain",1
42809093,728,0,"","","","","","No Agriculture",6
42809094,701,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809101,720,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809102,723,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809103,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809104,711,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809111,709,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
42809112,707,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
42809113,721,0,"Al","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809114,698,0,"","","","","","No Agriculture",6
42809121,717,0,"","","Al","","","Insufficient",5
42809122,729,0,"Pa","","Al","Pa","Pa","Pasture/Hay/Grassland",7
42809123,729,0,"","","","","","No Agriculture",6
42809124,712,0,"Co","Co","Pa","Al","Al","Dairy Rotation",3
42809131,723,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42809132,708,0,"","","","","","No Agriculture",6
42809133,702,0,"","Pa","Co","Al","Al","Dairy Rotation",3
42809134,715,0,"","","Co","Al","","Dairy Rotation",3
42809141,704,0,"","","Pa","","","Insufficient",5
42809142,718,0,"Pa","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
42809143,711,0,"","","","","","No Agriculture",6
42809144,715,0,"","","Pa","","","Insufficient",5
42809151,728,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809152,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809153,721,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809154,717,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42809161,702,0,"Co","Pa","Co","Al","Pa","Dairy Rotation",3
42809162,707,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809163,700,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
42809164,701,0,"Pa","Pa","Pa","Corn;Pasture","Pa","Pasture/Hay/Grassland",7
42809171,722,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809172,705,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809173,681,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809174,729,0,"Pa","Al","Al","Al","Al","Pasture/Hay/Grassland",7
42809181,689,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809182,2192,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809183,2326,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809184,729,0,"Pa","Pa","Pa","Pa","Co","Dairy Rotation",3
42809191,729,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42809192,2267,0,"Pa","Co","Al","Al","Co","Dairy Rotation",3
42809193,2295,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809194,729,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42809201,707,0,"Pa","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
42809202,701,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809203,702,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42809204,724,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809211,720,0,"Pa","Pa","Al","Pa","Al","Pasture/Hay/Grassland",7
42809212,711,0,"Pa","Al","Al","Pa","","Pasture/Hay/Grassland",7
42809213,702,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809214,700,0,"","","","","","No Agriculture",6
42809221,721,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42809222,722,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809223,719,0,"","Pa","Co","","Al","Dairy Rotation",3
42809224,723,0,"Pa","Co","Co","Co","Co","Dairy Rotation",3
42809231,723,0,"Pa","Pa","Al","Al","Co","Dairy Rotation",3
42809232,727,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42809233,725,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809234,722,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809241,728,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809242,729,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809243,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809244,728,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
42809251,718,0,"Al","","Co","Co","Co","Dairy Rotation",3
42809252,723,0,"Pa","Pa","Pa","So","Co","Cash Grain",1
42809253,705,0,"Pa","Pa","Co","Co","Co","Dairy Rotation",3
42809254,718,0,"Al","Al","Co","Co","Co","Dairy Rotation",3
42809261,723,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42809262,715,0,"Pa","Al","","Al","Al","Pasture/Hay/Grassland",7
42809263,724,0,"Pa","Pa","Pa","Al","Co","Dairy Rotation",3
42809264,730,0,"Pa","Pa","Al","Co","Co","Dairy Rotation",3
42809271,720,0,"Pa","Co","Pa","Al","Pa","Dairy Rotation",3
42809272,698,0,"So","Co","So","Co","So","Cash Grain",1
42809273,724,0,"So","Co","So","Co","So","Cash Grain",1
42809274,700,0,"","","","Pa","Al","Pasture/Hay/Grassland",7
42809281,716,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809282,729,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
42809283,702,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809284,720,0,"Pa","Pa","Al","Al","Co","Dairy Rotation",3
42809291,701,0,"Al","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
42809292,702,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
42809293,716,0,"","","","","","No Agriculture",6
42809294,706,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
